m1 m2 m3 m4 m5 m6 m7 t1_timing_profile t2_timing_profile t3_timing_profile t4_timing_profile t5_timing_profile t6_timing_profile t7_timing_profile t8_timing_profile
16 10 -795.318 -831.748 -526.894 -666.373 -685.376 3596.38 3599.27 3602.78 3612.86 3621.85 3630.41 3634.27 3638.07
10 14 -705.507 -763.047 -694.984 -763.355 -796.431 4309.81 4312.93 4315.99 4329.41 4341.9 4358.21 4364.95 4371.32
13 5 -643.876 -669.12 -664.369 -723.975 -713.257 5290.21 5293.8 5297.27 5304 5309.14 5317 5320.98 5324.74
9 19 -739.826 -760.049 -684.857 -750.171 -773.731 7097.01 7101.19 7105.27 7126.72 7146.42 7153.25 7156.39 7159.89
6 3 -615.241 -670.976 -513.948 -604.26 -606.757 7820.96 7825.68 7829.77 7835.34 7839.27 7850.25 7855.52 7861.3
6 1 -736.192 -766.593 -662.684 -665.849 -665.051 8551.42 8556.76 8562.52 8570.25 8576.11 8587.27 8594.34 8601.41
7 12 -801.674 -836.83 473733 -194.781 -544.744 9325.22 9330.17 9335.36 9349.61 9363.64 9398.08 9405.8 9408.66
9 1 -670.043 -691.201 518.554 -627.652 -675.034 9995.26 10000.4 10005.2 10012 10017.4 10048.3 10052 10056
13 12 -837.779 -864.101 -706.031 -718.289 -715.994 3.04193 3.21496 3.36911 14.1674 22.7914 26.0772 29.4042 32.3571
7 9 -742.147 -784.213 14975.9 -379.794 -474.385 38.1462 38.3666 38.5816 50.1159 60.0144 92.4371 95.5927 98.5847
8 18 -822.431 -903.808 -671.322 -878.08 -936.249 119.443 119.754 120.073 140.147 159.685 166.498 171.888 177
14 11 -767.979 -816.277 -713.295 -743.158 -738.462 184.85 185.195 185.529 196.362 205.891 211.633 216.663 221.682
13 12 -814.99 -857.321 -773.034 -771.762 -769.134 360.192 360.874 361.454 377.035 390.593 394.268 397.372 400.625
12 5 -771.102 -776.35 -652.498 -714.978 -759.195 731.639 732.734 733.868 740.688 745.524 769.646 783.22 799.604
10 8 -840.536 -841.52 -669.997 -677.145 -678.44 1481.2 1482.84 1484.57 1493.56 1501.47 1505.55 1508.68 1511.66
16 11 -734.915 -763.266 -566.43 -581.403 -582.067 3491.12 3494.46 3497.79 3507.85 3517.61 3527.01 3531.32 3535.14
9 20 -844.321 -935.38 -691.519 -853.672 -845.247 3720.43 3723.18 3726.3 3748.79 3771.83 3778.19 3784.72 3790.8
17 14 -723.959 -736.861 -709.961 -740.507 -740.82 5300.44 5303.82 5307.85 5318.88 5328.46 5343.32 5349.94 5357.29
11 7 -633.901 -645.751 -598.886 -679.131 -736.64 5456.09 5459.47 5462.7 5470.07 5476.14 5491.1 5495.45 5500.37
6 23 -854.007 -884.466 269350 -471.05 -498.31 6145.26 6148.79 6153.41 6174.12 6193.04 6229.49 6234.03 6238.06
7 2 -739.704 -813.149 -688.02 -686.529 -688.076 695.546 696.769 698.322 706.124 713.622 721.952 728.206 734.16
6 18 -779.323 -818.308 -723.316 -728.604 -733.099 849.778 851.54 853.213 871.93 890.798 898.022 905.114 911.138
14 4 -635.18 -701.615 43770.5 -609.114 -620.825 1731.46 1733.58 1735.47 1740.61 1745.35 1770.64 1774.55 1779.1
10 3 -623.607 -689.341 -730.34 -736.809 -742.38 2301.66 2304.25 2307.07 2313.6 2319 2324.44 2327.76 2331.15
11 5 -708.295 -710.625 -814.307 -850.543 -880.916 2458.18 2460.81 2464.04 2470.84 2476.61 2493.95 2502.21 2510.57
11 14 -665.225 -732.514 4944.3 -629.035 -640.749 3220.81 3223.24 3225.51 3238.91 3249.79 3275.81 3280.76 3284.59
18 11 -807.867 -830.744 211726 -594.472 -636.141 4408.36 4411.85 4416.24 4430.48 4441.66 4479.41 4483.64 4486.03
17 6 -709.639 -723.939 -550.433 -559.173 -563.488 5488.23 5491.77 5496.07 5505.68 5514.11 5520.63 5523.33 5526.05
9 6 -801.049 -803.174 -666.315 -729.053 -795.43 73.4286 73.8769 74.3073 83.1304 89.407 106.665 119.167 129.949
5 1 -757.507 -801.989 -677.846 -688.723 -689.728 138.568 139.05 139.722 147.06 153.651 166.495 170.672 175.074
6 6 -787.399 -800.243 -676.693 -706.701 -709.769 676.327 677.471 678.756 684.255 688.842 694.552 698.93 703.178
10 10 -767.102 -780.036 348178 -525.872 -642.091 1611.01 1612.79 1614.56 1625.06 1634.7 1678.6 1689.03 1695.87
9 6 -666.18 -698.31 -468.626 -538.093 -615.962 2617.07 2620.12 2622.59 2630 2636.2 2663.42 2668.7 2674.47
12 13 -784.716 -835.534 -412.87 -586.088 -598.943 5660.89 5664.37 5668.8 5688.97 5708.06 5726.55 5730.91 5735.78
12 24 -922.064 -938.875 -463.793 -438.741 -501.045 6127.68 6131.29 6135.25 6157.99 6180.89 6188.09 6191.51 6195.16
14 8 -899.002 -920.494 -665.904 -669.378 -673.823 6486.89 6491.42 6495.03 6505.82 6514.88 6525.14 6529.77 6534.95
10 18 -779.566 -793.224 -679.284 -730.432 -729.992 7822.01 7826.65 7831.63 7848.22 7863.63 7872.62 7877.97 7886.48
5 7 -756.558 -783.115 -736.725 -760.077 -762.997 1.18907 1.3317 1.4774 10.1761 16.6043 22.2993 28.3736 34.9878
17 14 -808.391 -841.92 -728.5 -739.445 -744.073 344.656 345.57 346.301 360.741 374.573 378.109 381.033 383.632
16 13 -814.326 -848.389 -772.915 -766.646 -789.154 2127.96 2131.03 2134.59 2145.85 2155.7 2164.09 2169.02 2173.93
8 1 -601.601 -647.439 -567.835 -711.632 -711.328 4353.22 4357.13 4361.57 4368.8 4374.84 4391.73 4396.98 4402.1
13 8 -755.571 -767.14 369747 -341.387 -671.675 9170.93 9175.44 9181.12 9190.56 9198.73 9227.97 9236.97 9240.39
9 16 -809.958 -800.197 -765.537 -766.095 -771.915 9262.18 9266.48 9271.06 9283.45 9294.7 9305.67 9309.91 9314.11
10 16 -864.361 -866.395 234835 -593.474 -659.943 211.427 212.073 212.9 228.621 244.295 266.533 274.331 282.124
12 12 -831.222 -844.788 -604.993 -730.991 -710.569 368.684 369.54 370.159 381.851 391.861 407.004 414.945 422.122
8 8 -828.16 -838.68 13954.6 -603.113 -634.66 514.823 515.851 516.721 529.962 542.455 571.893 577.377 583.469
6 16 -799.199 -862.509 -655.169 -699.121 -709.52 1070.55 1071.96 1073.49 1093.28 1110.93 1125.75 1131.05 1136.01
12 5 -682.054 -688.622 -686.865 -705.856 -712.085 2886.72 2889.11 2891.99 2901.08 2910.18 2924.24 2929.45 2934.09
6 9 -695.99 -703.719 -770.982 -788.3 -795.994 4304.97 4308.94 4312.33 4323.18 4331.63 4340.61 4344.72 4348.16
11 3 -675.326 -726.445 -553.066 -555.077 -632.009 5180.67 5183.94 5187.22 5193.04 5197.84 5207.2 5210.75 5214.55
14 2 -744.659 -790.982 -687.599 -799.765 -803.841 5870.22 5873.58 5876.65 5881.28 5885.57 5909.23 5926.94 5942.64
9 10 -784.144 -821.655 10026.2 -454.578 -571.794 7643.12 7648.17 7652.73 7663.8 7673.17 7704.5 7709.52 7716.73
17 23 -862.303 -908.873 -644.701 -651.944 -682.297 6.39798 6.58518 6.84199 25.4941 42.4038 45.617 48.7105 52.0437
9 0 -712.054 -797.92 -865.098 -914.15 -920.355 293.156 293.937 294.865 302.116 307.525 320.184 325.452 331.175
16 10 -773.224 -802.439 -750.965 -770.835 -773.122 447.97 448.929 449.8 461.122 471.395 481.146 490.295 500.417
14 12 -731.327 -758.393 -761.302 -832.191 -864.225 551.65 552.681 553.737 566.39 576.085 585.162 592.97 602.072
11 12 -680.196 -748.173 -701.265 -750.014 -805.802 2303.37 2306.17 2308.62 2321.86 2334.1 2341.09 2344.32 2347.89
10 11 -763.573 -799.765 -706.541 -785.333 -803.398 2367.7 2369.91 2372 2384.67 2395.48 2408.81 2417 2425.29
16 12 -675.305 -814.266 -492.963 -550.905 -551.461 2631.1 2633.97 2637.19 2653.5 2668.62 2684.76 2687.5 2690.44
16 4 -783.224 -824.094 30857.3 -545.055 -530.472 2812.28 2814.55 2816.94 2823.37 2828.67 2865.82 2870.67 2875.66
12 9 -743.942 -837.64 -776.135 -760.983 -842.179 3499.52 3503.29 3506.83 3520.3 3532.54 3540.8 3545.81 3551.9
10 12 -840.371 -814.589 956737 -371.131 -525.46 5530.55 5533.81 5537.4 5550.37 5562.33 5594.82 5608.58 5612.34
9 9 -825.301 -843.421 -733.656 -732.267 -729.521 6203.69 6207.18 6211.34 6219.99 6227.2 6234.05 6236.74 6239.65
6 6 -739.19 -723.352 -647.197 -649.937 -703.821 9971.98 9978.6 9985.58 9992.61 9998.39 10011 10014.5 10018.3
8 9 -812.621 -808.48 -657.731 -689.029 -683.834 354.029 354.972 356.143 367.843 378.924 385.514 390.231 394.792
7 11 -739.178 -777.985 -693.774 -721.456 -736.114 2406.78 2409.23 2411.38 2421.33 2429.18 2441.7 2451.61 2460.49
5 10 -598.393 -609.042 242752 12492 -475.697 6354.21 6359.62 6364.76 6376.26 6386 6436.89 6461.68 6465.67
14 11 -766.522 -812.52 -829.088 -872.461 -884.126 7157.42 7163.34 7169.26 7183.56 7195.1 7203.92 7207.29 7211.34
16 9 -822.21 -838.614 -603.635 -649.793 -677.948 10.1014 10.3151 10.5523 22.4624 34.695 42.15 45.2569 48.431
10 4 -726.798 -717.474 -584.622 -727.674 -740.299 160.194 160.781 161.295 166.913 171.505 192.032 197.737 203.032
9 7 -577.205 -673.308 18016.2 -537.85 -659.004 629.104 630.235 631.111 641.715 650.03 673.98 677.335 680.79
14 7 -768.102 -782.06 72086.8 -588.54 -646.181 1229.77 1231.27 1232.81 1241.21 1248.54 1270.75 1275.95 1280.57
6 19 -815.743 -903.37 -729.714 -747.004 -746.038 2629.76 2632.88 2635.67 2658.74 2681.46 2690.75 2695.8 2700.96
14 9 -698.388 -751.879 152499 28132.6 -558.355 3579.11 3582.6 3585.63 3597.36 3607.97 3625.79 3637.59 3641.79
8 3 -781.804 -787.832 -801.828 -798.375 -809.657 3977.59 3981.22 3984.33 3991.67 3998.27 4010.01 4014.44 4018.4
6 6 -784.896 -788.071 -597.154 -733.294 -778.787 4116.17 4120.13 4123.61 4135.18 4145.96 4154.17 4158.25 4163.61
7 18 -776.009 -856.741 -676.461 -710.48 -770.018 5952.88 5957.94 5963.57 5983.84 6002.44 6019.69 6030.89 6043.06
11 9 -782.116 -798.931 -722.7 -730.483 -733.6 6746.06 6750.37 6754.49 6764.02 6771.79 6779.67 6783.43 6787.45
13 12 -755.599 -839.376 13325.2 -587.845 -622.051 9806.13 9810.75 9814.87 9828.86 9840.75 9865.86 9869.94 9873.87
9 8 -769.43 -805.246 -495.686 -497.096 -498.303 211.583 212.277 213.219 221.495 228.454 231.773 234.237 236.707
14 12 -781.897 -816.648 -593.512 -584.853 -617.816 534.523 535.616 536.943 552.244 567.266 581.605 587.521 592.891
13 5 -828.268 -811.103 -704.476 -741.551 -748.932 991.842 993.351 994.979 1001.12 1005.59 1011.67 1015.85 1020.53
5 11 -812.244 -842.426 -527.008 -664.628 -655.192 1518.95 1520.97 1523.33 1535.99 1548.15 1564.94 1569.53 1573.14
10 2 -705.506 -700.864 -608.537 -628.148 -634.56 1785.17 1787.61 1790.46 1797.15 1802.06 1810.2 1814.57 1819.16
9 5 -672.004 -737.076 -840.73 -838.688 -846.612 2479.79 2483.02 2486.05 2498.33 2508.17 2514.42 2517.91 2521.62
11 1 -647.74 -692.005 -569.656 -722.461 -723.545 9961.76 9966.22 9970.22 9976.7 9982.83 10007.2 10018.7 10031.8
13 7 -702.796 -742.91 3769.29 -263.261 -267.158 105.216 105.762 106.203 116.347 124.712 158.26 162.303 164.376
5 14 -778.903 -772.516 -689.713 -770.134 -768.609 725.872 727.158 728.55 741.466 752.636 758.081 763.205 767.753
15 7 -731.651 -796.658 -579.358 -661.565 -720.021 1098.12 1099.89 1101.44 1111.63 1119.29 1123.81 1126.38 1129.1
10 2 -704.655 -723.83 -668.34 -721.366 -736.951 1188.27 1190.05 1191.8 1198.47 1204.2 1213.53 1218.15 1222.7
13 10 -685.781 -714.689 -743.682 -739.74 -741.594 1927.2 1929.19 1931.99 1939.53 1945.34 1951.47 1955.43 1959.38
7 11 -810.529 -821.199 161267 -572.827 -597.395 2264.37 2266.74 2269.5 2281.36 2290.72 2305.48 2310.26 2313.61
8 4 -591.876 -647.085 -652.266 -656.227 -656.271 4520.18 4523.27 4526.46 4533.36 4538.45 4545.72 4548.59 4551.53
18 10 -789.053 -843.639 -830.273 -866.275 -879.886 4901.13 4904.53 4908.57 4921 4932.41 4943.77 4952.74 4962.18
11 9 -712.625 -745.561 -712.629 -719.945 -734.035 7895.73 7900.96 7906.96 7916.47 7925.08 7933.88 7936.5 7939.42
10 6 -696.055 -694.114 -417.248 -672.428 -715.881 9579.82 9585.92 9592.18 9600.59 9606.71 9650.42 9656.55 9664.81
8 11 -665.545 -704.373 -717.111 -715.382 -708.772 239.161 239.885 240.87 250.811 259.98 265.205 269.77 274.524
11 13 -731.182 -782.355 -511.016 -514.323 -513.415 310.707 311.576 312.288 326.289 338.176 341.12 343.779 346.225
8 3 -623.634 -679.621 -684.844 -711.061 -718.324 401.756 402.709 403.419 409.624 415.872 420.177 423.303 425.962
7 11 -742.014 -771.802 494062 -378.482 -406.687 703.518 704.669 706.086 719.195 730.635 755.588 762.348 764.877
13 9 -577.965 -644.576 -751.284 -788.882 -909.94 2222.78 2225.29 2228.13 2237 2244.23 2270.45 2286.34 2303.27
6 12 -788.526 -812.32 375999 -587.258 -622.953 2604.33 2606.97 2609.51 2621.12 2631.04 2669.48 2678.2 2682.88
8 14 -814.634 -846.02 -761.4 -873.556 -873.175 4573.28 4576.3 4581.22 4593.76 4605.62 4621.25 4632.07 4642.88
14 20 -762.795 -751.275 -583.226 -611.84 -632.157 5366.5 5370.24 5373.82 5390.74 5405.5 5413.33 5416.69 5419.97
9 13 -843.036 -874.505 -829.9 -966.215 -978.388 6340.73 6345.71 6350.57 6372.87 6393.28 6420.41 6437.19 6453.57
6 3 -693.16 -740.446 -701.427 -697.904 -699.657 94.281 94.78 95.2281 103.231 110.46 114.315 117.223 120.577
4 2 -634.4 -689.857 1500.29 -442.852 -450.09 132.103 132.684 133.291 141.446 147.965 169.901 173.168 176.077
16 10 -780.869 -848.482 -578.932 -595.039 -598.241 247.356 248.044 248.558 262.119 273.653 277.246 279.909 282.872
13 18 -739.824 -891.782 144810 -373.047 -425.786 484.525 485.545 486.446 501.591 514.453 552.08 557.951 563.025
10 4 -742.004 -749.065 -731.881 -754.629 -754.89 2091.29 2093.93 2096.76 2105.22 2112.13 2124.21 2132.19 2139.96
6 21 -809.406 -877.249 -598.717 -700.936 -699.378 3087.76 3090.19 3093.57 3114.28 3135.96 3148.26 3153.14 3157.49
5 11 -732.074 -718.516 -558.904 -616.993 -621.879 5390.58 5394.7 5399.27 5409.58 5418.47 5428.63 5433.79 5438.7
5 17 -757.894 -852.829 -725.992 -730.946 -764.269 7200.06 7204.86 7208.49 7221.11 7231.11 7249.35 7257.11 7264.65
16 5 -659.269 -684.239 -485.878 -781.817 -800.51 383.747 384.708 385.583 393.912 402.386 413.665 417.732 422.182
16 16 -723.129 -812.326 -633.265 -620.249 -616.132 1562.22 1564.25 1566.09 1578.98 1590.9 1597.05 1600.62 1604.35
5 15 -800.631 -797.969 -557.612 -643.499 -680.208 1763.83 1765.99 1767.76 1780.23 1791.19 1802.53 1807.4 1812.27
6 2 -661.626 -677.505 1.17406e+06 688636 787536 2855.07 2857.5 2859.5 2866.32 2871.91 2905.93 2940.52 2960.18
11 7 -848.624 -889.881 -652.058 -723.032 -735.537 3516.9 3519.75 3522.23 3532.78 3541.69 3551.23 3558.59 3566.47
11 2 -764.468 -784.398 -678.796 -776.023 -781.678 3853.89 3856.76 3860.06 3869.28 3876.65 3882.62 3885.74 3888.58
12 9 -796.492 -805.563 -688.164 -694.361 -676.902 4582.56 4586.55 4590.53 4599.96 4609.38 4615.33 4618.28 4620.92
10 14 -789.87 -790.275 -613.619 -612.248 -615.748 4973.94 4977.8 4980.74 4995.6 5008.81 5016.65 5019.62 5022.8
11 3 -711.183 -711.342 19475.8 -126.753 -465.209 5907.84 5912.7 5918.68 5927.21 5934.49 5971.29 5979.77 5982.42
17 8 -605.63 -630.108 -579.848 -610.13 -627.099 7861.92 7866.14 7870.4 7877.1 7883.44 7892.92 7896.5 7899.98
9 6 -801.667 -873.264 -449.995 -650.55 -647.951 73.5244 73.9266 74.4321 83.298 89.953 98.2385 102.573 106.39
4 5 -770.995 -777.062 69614.4 -529.161 -533.724 453.118 454.074 454.868 461.549 466.298 507.197 512.89 517.199
7 4 -690.182 -730.975 597242 5832.08 -366.244 1277.01 1279.08 1280.82 1288.3 1294.3 1324.17 1333.12 1335.4
5 3 -723.481 -760.946 -763.781 -834.795 -814.256 1706.85 1708.74 1710.34 1717.71 1723.61 1741.07 1750.21 1760.24
18 10 -857.306 -907.838 -691.9 -668.499 -713.961 3468.73 3471.77 3474.39 3486.49 3496.93 3507.08 3512.24 3517.26
11 6 -703.655 -721.016 -669.046 -660.533 -678.939 3677.99 3680.69 3683.68 3691.31 3697.27 3702.83 3706.06 3709.24
16 9 -749.34 -767.441 253278 -295.146 -430.241 4415.15 4418.22 4420.9 4431.08 4439.08 4469.68 4474.02 4477.49
16 7 -730.46 -756.148 48807.9 -596.161 -678.561 5261.85 5266.07 5269.78 5280.03 5289.74 5310.51 5316.18 5319.89
11 13 -779.051 -774.911 -681.189 -751.923 -806.239 6029.22 6033.08 6036.71 6048.65 6060.75 6074.77 6081.89 6089.58
15 9 -800.172 -823.924 -565.801 -728.629 -728.701 6791.03 6794.68 6798.31 6807.8 6816.45 6825.16 6829 6832.9
17 4 -735.119 -744.688 -730.458 -775.41 -794.846 8817.86 8822.1 8826.3 8832.86 8836.91 8845.8 8849.15 8852.73
10 7 -654.339 -762.124 70031.8 -391.685 -486.704 9074.88 9079.27 9084.17 9093.84 9101.48 9139.44 9142.47 9145.08
10 12 -876.299 -786.911 -709.398 -712.648 -716.317 1047.07 1048.56 1050.4 1068.72 1083.74 1088.03 1091.5 1094.74
13 12 -713.556 -718.297 -677.837 -698.41 -689.996 1698.55 1700.57 1702.71 1713.13 1721.32 1728.33 1732.28 1735.96
13 1 -712.463 -781.375 -685.863 -684.771 -695.002 2539.88 2542.61 2544.99 2553.52 2560.13 2568.54 2573.37 2578.35
11 9 -739.449 -857.268 -759.287 -758.727 -756.298 6209.42 6212.99 6216.87 6225.29 6233.45 6250.67 6261.1 6271.24
7 10 -755.107 -782.334 -643.584 -650.818 -756.814 0.312923 0.448177 0.589098 11.2575 21.942 25.1825 28.1199 34.2666
6 3 -827.453 -841.037 -669.45 -682.66 -684.968 135.731 136.259 137.114 145.999 153.317 156.509 160.25 163.76
11 8 -749.31 -782.248 -550.485 -646.707 -702.088 2551.04 2553.78 2556.47 2564.13 2571.08 2581.73 2586.86 2591.9
6 5 -691.308 -712.315 596069 53.6234 -486.336 3043.41 3046.24 3048.92 3055.83 3060.21 3092.16 3112.12 3114.85
10 2 -623.185 -619.564 -450.927 -454.975 -458.275 3872.27 3875.47 3878.76 3885.03 3890.49 3897.13 3899.97 3902.5
10 11 -767.104 -790.428 690.553 -395.278 -434.457 6574.51 6578.18 6583.62 6594.89 6605.63 6643.44 6646.42 6649.08
12 16 -752.536 -797.263 -586.358 -625.14 -629.781 122.608 123.184 123.783 134.409 143.724 146.762 149.664 152.441
5 5 -587.143 -712.459 -553.401 -612.819 -634.985 318.833 319.727 320.589 327.01 331.548 344.358 350.222 356.199
10 10 -864.872 -875.083 -598.789 -699.905 -710.701 387.544 388.449 389.704 401.445 412.372 420.892 426.287 431.534
17 8 -689.741 -734.292 -615.989 -717.946 -755.561 893.047 894.733 896.404 906.284 914.202 937.231 948.79 960.417
5 2 -743.839 -721.589 -638.631 -751.347 -764.193 3625.01 3628.11 3630.86 3638.51 3643.94 3663.72 3670.83 3677.02
7 5 -679.071 -734.227 279657 -607.573 -677.5 5562.81 5566.6 5570.15 5575.08 5579.41 5614.71 5625.19 5631.11
13 14 -731.036 -725.823 -525.02 -710.02 -724.428 8709.73 8713.85 8718.86 8734.91 8748.43 8754.96 8757.9 8760.65
5 3 -627.507 -656.617 -633.31 -744.567 -750.157 9531.88 9536.36 9541.44 9548.58 9554.18 9564.3 9569.62 9574.88
5 20 -876.47 -945.326 -687.553 -839.43 -851.733 139.46 140.046 140.586 161.794 182.234 201.928 215.301 228.67
8 27 -841.543 -931.797 -802.555 -891.146 -883.128 453.897 454.862 455.879 480.617 502.538 514.438 521.173 527.621
8 18 -763.444 -776.897 -820.567 -991.836 -972.31 1083.46 1085 1086.7 1105.87 1121.02 1147.47 1169.81 1191.91
8 4 -788.484 -795.4 -681.25 -715.031 -717.551 1470.66 1472.9 1475.45 1485.18 1493.2 1500.8 1504.66 1509.09
13 2 -719.642 -751.092 2802.83 -378.497 -360.157 1577.94 1580.11 1581.75 1588.8 1594.67 1615.62 1618.74 1621.29
7 3 -749.186 -768.048 -726.891 -799.76 -786.119 2359 2361.15 2363.1 2369.22 2374.58 2396.72 2410.02 2423.43
6 3 -679.632 -689.912 -347.801 -452.593 -525.086 2658.98 2662.58 2666.04 2673.75 2680.37 2718.42 2722.22 2725.97
9 9 -841.539 -852.111 -718.414 -719.53 -725.162 5319.9 5323.13 5327.58 5337.79 5347.28 5355.76 5359.91 5364.39
17 8 -714.349 -711.612 -642.79 -650.26 -643.113 7258.47 7262.21 7265.81 7275.15 7283.65 7292.08 7295.41 7298.14
6 7 -827.625 -821.277 -746.919 -762.685 -778.647 7732.34 7736.39 7740.13 7750.99 7761.53 7780.27 7793.37 7806.37
8 10 -786.781 -808.65 120367 -608.269 -631.105 8602.58 8606.68 8611.05 8623.36 8633.1 8674.63 8678.39 8681.87
16 10 -831.097 -891.843 -584.406 -649.024 -651.45 9713.43 9717.64 9721.37 9735.66 9748.64 9759.68 9764.68 9769.1
6 3 -590.394 -635.301 -601.204 -780.233 -786.966 42.3459 42.6819 42.9992 50.1754 55.0905 64.6837 71.0557 77.0346
8 7 -689.437 -745.332 -761.468 -867.845 -875.644 267.079 267.842 268.907 279.343 287.497 295.751 304.582 313.55
11 2 -580.681 -656.817 -606.53 -685.529 -711.283 333.37 334.206 335.278 341.384 345.896 364.351 374.132 382.083
1 7 -719.171 -713.518 -635.509 -706.135 -716.079 561.138 562.171 563.729 573.682 582.497 592.724 597.364 602.033
17 2 -647.243 -684.211 177754 -489.145 -568.694 661.895 663.015 663.968 669.109 673.015 709.35 715.321 718.524
13 11 -692.258 -748.136 -629.837 -630.404 -633.666 925.203 926.545 927.742 940.828 951.805 956.685 960.163 963.795
6 8 -804.14 -819.245 -732.042 -758.929 -759.05 4034.44 4037.96 4042.37 4050.62 4058.51 4069.72 4075.57 4081.68
6 19 -733.986 -735.926 -701.755 -709.12 -732.332 7340.77 7345.05 7349.44 7363.3 7373.98 7385.09 7391.81 7398.2
4 3 -652.324 -656.396 -663.788 -633.429 -754.438 8394.44 8398.79 8404.03 8409.61 8414.54 8422.73 8426.4 8431.18
2 15 -802.8 -792.439 -717.528 -742.381 -754.755 0.541707 0.688082 0.844386 18.1368 35.6706 42.3752 48.8666 55.6532
14 23 -758.758 -774.352 -710.451 -740.774 -764.574 103.264 103.629 104.034 124.137 140.417 158.339 167.74 177.181
11 13 -793.859 -836.398 -694.225 -737.033 -741.69 1830.4 1832.37 1833.96 1848.6 1864.67 1874.53 1882.66 1890.32
6 1 -666.378 -697.432 -695.573 -800.616 -854.769 3438.81 3442.1 3445.52 3450.6 3455.52 3487.69 3494.57 3502.75
13 18 -778.483 -859.065 -739.561 -793.329 -810.442 3790.39 3793.62 3797.69 3816.09 3833.35 3839.96 3843.6 3847.75
14 9 -715.405 -804.961 -598.694 -759.288 -790.843 3867.1 3870.39 3873.36 3887.37 3899.99 3922.7 3932.14 3941.08
7 15 -740.163 -747.965 -813.814 -801.559 -748.663 6165.61 6169.3 6173.12 6184.22 6192.87 6200.05 6203.03 6206.02
9 22 -851.967 -906.216 -711.831 -738.389 -762.193 6739.02 6743.26 6746.47 6768.13 6788.45 6796.49 6799.61 6803.4
12 12 -812.577 -849.965 1.08455e+06 75164.9 -302.749 7498.08 7502.73 7507.77 7520.63 7532.17 7580.27 7620.22 7625.67
7 14 -800.86 -824.912 -654.865 -679.673 -691.586 9828.77 9833.24 9838 9851.54 9863.87 9879.11 9882.38 9885.6
8 3 -736.912 -739.423 -815.752 -855.25 -875.161 0.429535 0.570206 0.723073 5.83759 10.1633 29.9832 43.3172 56.7458
1 5 -671.217 -669.375 -702.948 -741.656 -775.944 232.83 233.522 234.361 242.348 248.185 261.955 272.585 283.132
13 6 -705.608 -735.52 -676.859 -724.175 -719.758 1421.58 1423.21 1424.64 1433.12 1440.27 1446.06 1451.07 1455.42
13 19 -800.568 -825.663 -593.857 -661.288 -709.331 2017.45 2020.56 2024.06 2045.59 2064.27 2070.01 2073.21 2077.07
7 5 -781.114 -901.171 456372 -253.9 -516.457 3265.59 3269.08 3272.55 3285.37 3295.89 3346.14 3367.12 3369.79
11 14 -780.508 -769.637 -580.356 -701.999 -698.536 4219.29 4222.58 4225.5 4238.95 4252.85 4259.49 4262.95 4265.83
8 13 -801.727 -820.37 -626.728 -774.154 -774.336 9756.1 9760.65 9765.49 9776.56 9787.95 9802.8 9807.96 9813.16
12 7 -711.192 -733.39 -574.757 -652.332 -679.09 26.6511 26.9056 27.1639 35.1147 41.7626 56.148 62.1453 68.1625
12 1 -665.628 -715.246 -718.206 -723.746 -710.357 201.293 201.944 202.798 208.541 212.849 223.241 233.105 242.741
3 7 -890.673 -899.859 -634.467 -662.903 -686.501 1062.14 1063.66 1065.07 1074.2 1081.8 1087.44 1091.16 1094.76
